caminho,tipo,natureza,finalidade,uso,bytes,sha256,dependencias,saidas,usado_por
web/server.cjs,cjs,código fonte editável,Servidor HTTP local da pasta web em PORT ou 5186,Node.js; não iniciar sobre a porta 5186 ocupada,2026,7e7e6c90657f1b14fb5b1fb87a5ca3d647911805f63764ebe79a9e1558234d97,external:node:fs; external:node:http; external:node:path; web/index.html,,web/package.json
web/src/aero-physics.mjs,mjs,código fonte editável,"Calculadora pura por coeficientes: vento, densidade, forças e limites",Independente da malha; sem CFD,1377,ddec76df50dd3dba23d2361d5579be999d70a4a1bd58dce99001fd4b9c146482,,,web/src/wind-tunnel.js; web/test-aerodynamics.mjs; web/test-aerodynamics.mjs; docs/AERODINAMICA.md
web/src/app-v2.js,js,código fonte editável,"Entrada ativa: cena, GLB, módulos, controles DOM e loop de desenho",Navegador WebGL; orquestração,29574,960056481f22a702694f77d950ed12832db0feadd2b070d36fdcd1a25344ff8c,web/src/workbench.js; web/src/spares.js; external:three/addons/libs/meshopt_decoder.module.js; web/src/engine/in-car.js; web/src/car-look.js; web/src/surface-library.js; web/src/senna-driver.js; web/src/branding.js; web/src/identity.js; external:three/addons/exporters/GLTFExporter.js; web/src/garage.js; web/src/wind-tunnel.js; web/src/parts-info.js; web/src/systems.js; web/src/customize.js; external:three; external:three/addons/controls/OrbitControls.js; external:three/addons/controls/TransformControls.js; external:three/addons/postprocessing/EffectComposer.js; external:three/addons/postprocessing/RenderPass.js; external:three/addons/postprocessing/SSAOPass.js; external:three/addons/postprocessing/OutputPass.js; external:three/addons/postprocessing/SMAAPass.js; external:three/addons/loaders/GLTFLoader.js; web/src/studio.js; web/src/mechanics.js; web/src/template-v2.html; web/src/garage.js; web/src/mechanics.js; web/src/wind-tunnel.js; web/src/studio.js; web/src/branding.js; web/src/branding.js,,web/build.cjs
web/src/branding.js,js,código fonte editável,Projeta uma assinatura vetorial INTEIA na lateral direita de main_body; chamado pela entrada ativa,"Three.js, glyphs de identity.js, DecalGeometry e registros de mechanics; decal da sessão web",4155,ff4ce98312660d17e328fd5d73c002696a361cf66bcf6208bec2d7f42eb271c2,external:three; external:three/addons/geometries/DecalGeometry.js; web/src/mechanics.js; web/assets/inteia-nome-oficial.svg; web/assets/inteia-escudo-oficial.svg; web/assets/inteligencia-mil-grau-transparent.png,,web/src/app-v2.js; web/src/app-v2.js; web/src/app-v2.js
web/src/car-look.js,js,fonte web editável,"Acabamento final, rodas, pneus e freios do carro",Usado pelo visualizador,19008,e40c15fa4f302e7bf78698b39cbdf45e837fde8aab31ba296643b6f70375219d,external:three,,web/src/app-v2.js
web/src/customize.js,js,código fonte editável,"Liga controles de cores/acabamento, luz, piso e fundo aos materiais",DOM do template; estado em memória da sessão,3041,36903b6e7782284ac047704ecf76984999fd32c650d36e41eac0734c138e9b4b,web/src/template-v2.html; web/src/studio.js,,web/src/app-v2.js; docs/ACABAMENTO-E-RENDER.md
web/src/engine/engine-shot.js,js,fonte web editável,Poses de referência para preparação gráfica do motor,Reaproveitado do F1 Loop,5165,3e8a752a9a9069abcb6788caf058adc34e9f3125a25f33739d7c3ed9cb1d16b0,,,web/src/engine/in-car.js
web/src/engine/in-car.js,js,fonte web editável,"Motor integrado, corte e tampa móvel",Controlado pela oficina,14990,cf2990e9ce9c76c39266a4f9cf26b6ced8f17a1d428cf73f3c9289bfc681aab3,external:three; external:three/addons/loaders/GLTFLoader.js; external:three/addons/libs/meshopt_decoder.module.js; web/src/engine/engine-shot.js; web/assets/power-unit-v1.glb,,web/src/app-v2.js
web/src/flow-detail.js,js,código fonte editável,Representação didática aproximada do fluxo nas rodas e assoalho,Three.js; heurísticas visuais,4610,fc7a0b910fbc7d5f338939e6f6a13491120dfedd8b8528b210d019cd1394c9d4,external:three,,web/src/tunnel-visual.js
web/src/garage.js,js,código fonte editável,"Constrói box, mobiliário, equipamentos, marcas e cena exportável",Geometria procedural Three.js; identidade ativa,16633,17410d63a5872962b4d91b8d89b6ccce37b35f54a2bb98e2130f89823cb14654,external:three/addons/lights/RectAreaLightUniformsLib.js; web/src/identity.js; external:three; external:three/addons/geometries/RoundedBoxGeometry.js; web/src/template-v2.html; web/src/mechanics.js; web/src/studio.js,,web/src/app-v2.js; web/src/app-v2.js; ferramentas/package_garage.py; docs/BOX-LABORATORIO.md; docs/ACABAMENTO-E-RENDER.md
web/src/helmet-1991.js,js,fonte web editável,Capacete detalhado compartilhado com o cockpit,Modelagem e exportação do capacete,9068,352792f36a89f39ac0f00854328a278a9ccd714742c5686368777f6d4a34d607,external:three,,web/src/senna-driver.js
web/src/identity.js,js,código fonte editável,"Define glifos, emblema, SVG e desenho Canvas da identidade ativa",Cabeçalho e superfícies do box,2423,5473dd121c542d46265076c29c95a6974b2bc57a62cea751917cd925bc334255,,,web/src/app-v2.js; web/src/garage.js; docs/BOX-LABORATORIO.md
web/src/mechanics.js,js,código fonte editável,"Agrupa peças, cria pivôs, explode/monta, seleciona e anima rodas/DRS",Three.js e extras da base GLB,7149,e6795bbc6ccccca32f2c4582cae3fab14d798ff3d7d0a31b23d59ecc5b1735eb,external:three,,web/src/app-v2.js; web/test-mechanics.mjs; web/src/app-v2.js; web/src/garage.js; web/src/wind-tunnel.js; docs/INTEGRACAO.md; web/src/branding.js
web/src/parts-info.js,js,fonte web editável,"Fichas didáticas das peças: nome, função e curiosidade por regra de rótulo",Usado pelas bancadas Carro e Sistemas ao clicar em uma peça,62496,e237073d751b06095e6c25d6a15b08671838e0e0a6ef2e032ee5a650e9154548,,,web/src/app-v2.js; web/src/systems.js
web/src/senna-driver.js,js,fonte web editável,Piloto ilustrativo do carro final,Oculto na desmontagem e isolamento,7795,2adb76236f35acada85a40a2cc9ea707f763e20b21ae007818e34d1b30d21006,external:three; external:three/addons/geometries/RoundedBoxGeometry.js; web/src/helmet-1991.js,,web/src/app-v2.js; web/test-driver-model.mjs
web/src/spares.js,js,fonte web editável,Catálogo e troca em tempo de execução das peças sobressalentes,Seção Box / Configuração de pista da bancada Carro,9845,e8aea02446e5ae1de333bc29c824342b6dff5a1d1fd395996f8c7e3aa97b17dd,external:three; external:three/addons/loaders/GLTFLoader.js,,web/src/app-v2.js; web/test-spares.mjs
web/src/studio.js,js,código fonte editável,"Materiais, carbono procedural, iluminação, ambiente, piso e tema",Three.js; efeitos web não integralmente portáveis,10517,0fafce6fe2bfbc5f0d3728057e7c8c944b9e606c1ba3c8056e68036452ad276b,,,web/src/app-v2.js; web/src/app-v2.js; web/src/customize.js; web/src/garage.js; web/src/tunnel-visual.js; docs/ACABAMENTO-E-RENDER.md
web/src/surface-library.js,js,fonte web editável,Texturas de acabamento do carro final,"Aplicado a pintura, carbono e borracha",6989,2ff94a66aa79369d09b43232cc4c9ebabc354867f3028a05e77f1330146e4951,,,web/src/app-v2.js
web/src/systems.js,js,fonte web editável,"Carrega, apresenta e controla o GLB consolidado dos sistemas internos",Bancada Sistemas do laboratório,34653,95212b15458c12d85061b7dc4956c10e5cf58b941a070512f5be2fba7268e6e9,external:three; web/src/parts-info.js; external:three/addons/loaders/GLTFLoader.js; external:three/addons/libs/meshopt_decoder.module.js,,docs/ANALISE-DOSSIE-COMPLEMENTAR.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; web/src/app-v2.js
web/src/template-v2.html,html,HTML fonte editável,Estrutura e estilos da interface com marcadores __MODEL__ e __APP__,Contrato de seletores DOM do app e módulos,37170,7f7687a5c73381d9d537bb656f36310435f0769d77f647c9cb3b614998b4f17f,,,web/build.cjs; web/src/app-v2.js; web/src/customize.js; web/src/wind-tunnel.js; web/src/garage.js
web/src/tunnel-visual.js,js,código fonte editável,"Construção visual do túnel, linhas/partículas e recursos de cena",Three.js; visualização ilustrativa,6325,eb2e7b1504393fd78e7bb69bd7243c5a3998314bcf8d5a6d5fc8ef3b38d2b1be,web/src/flow-detail.js; external:three; web/src/studio.js,,web/src/wind-tunnel.js
web/src/wind-tunnel.js,js,código fonte editável,"Liga entradas do túnel, calculadora, gráficos, CSV e efeitos de fluxo",DOM + mechanics + aero-physics + efeitos visuais,8411,41a68c1ba5fd75464bc7885d1504ade0d7c764448cd83f732e80050b03553f5d,web/src/tunnel-visual.js; external:three; web/src/aero-physics.mjs; web/src/template-v2.html; web/src/mechanics.js,,web/src/app-v2.js; web/src/app-v2.js
web/src/workbench.js,js,fonte web editável,"Abas, inspeção, ajustes e exportação dos modelos",Controla bancadas do laboratório,7214,328861323aa5cc1f0c0093128de6ef3bd887b94362fbbec200c20107e30b7407,external:three; external:three/addons/exporters/GLTFExporter.js,,docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; web/src/app-v2.js
web/test-aerodynamics.mjs,mjs,teste editável,"Verifica unidades, escala das fórmulas, condições e coeficientes ausentes",Node.js; não valida física do carro,1182,a18952d5f54a4917f9fa14d546c55401d9fa57e13d559dea0bc9f7549c32bce8,external:node:assert/strict; web/src/aero-physics.mjs; web/src/aero-physics.mjs,,web/package.json
web/test-driver-model.mjs,mjs,teste,Geometria e restauração do encaixe do piloto,Executado por npm test,1688,6f0a56a59346ad9670df587c785c06c6c26baf9741285ed3c3c19c8c3795043f,external:node:assert/strict; external:three; web/src/senna-driver.js,,
web/test-mechanics.mjs,mjs,teste editável,"Verifica peças, pivôs, 20 ciclos, seleção, arraste e restauração",Node.js/Three.js; grava relatório na raiz,3930,b90ebccb794897ae2da800209fd238c5152ded8a0ed321c6519969c99a3e5dc5,external:three/addons/libs/meshopt_decoder.module.js; external:node:fs; external:three; external:three/addons/loaders/GLTFLoader.js; web/src/mechanics.js; web/assets/carro-aula-v2.glb,validacao-mecanica-web.json,web/package.json
web/test-power-unit.mjs,mjs,teste,Valida animação do motor em 20 ciclos,Executado por npm test,2245,9f0b6990b519a81367bff4bad1adbbac4fb50a0483b2dd5eb344e6f3ded8e4ae,external:three/addons/libs/meshopt_decoder.module.js; external:node:fs; external:three; external:three/addons/loaders/GLTFLoader.js,,web/package.json
web/test-spares.mjs,mjs,teste,"Valida integridade do GLB de sobressalentes, coerência do catálogo e envelopes das peças",Executado por npm test,4381,f922f9c99114755ff86d02eb724284f7305d4f99e450ffa1bc4f9ee37bc75d8f,external:node:assert/strict; external:node:crypto; external:node:fs; web/src/spares.js,,
web/test-systems.mjs,mjs,teste,"Valida catálogo, controles, manifesto, hash e estrutura do GLB de sistemas",Executado por npm test,15533,2e90c8ce95bd60de8d0cb3c2ece2c493b9010d7f5f3d30e150163a4510340bc5,external:node:assert/strict; external:node:crypto; external:node:fs; external:three,,docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md; docs/ESPECIFICACAO-ASSET-3D-SISTEMAS-F1.md
